SourceBlock,Instrument,ExpiryLbl,TenorLbl,Te,SwapTenorY,FwdRate,MoneynessBP,Strike,OptType,PremiumBP,Annuity_Te,PricePerAnnuity,Model,Shift,ImplVol,Status
ATM,ATM 1M x 3Y,1M,3Y,0.0821917808219178,3.0,-0.00338,0.0,-0.00338,CALL/PAYER,8.0,3.03630708451684,0.00026347796113228186,BLACK_SHIFT,0.02,0.13861734976934587,OK
ATM,ATM 1M x 3Y,1M,3Y,0.0821917808219178,3.0,-0.00338,0.0,-0.00338,CALL/PAYER,8.0,3.03630708451684,0.00026347796113228186,BLACK_SHIFT,0.03,0.08654124141690267,OK
ATM,ATM 1M x 3Y,1M,3Y,0.0821917808219178,3.0,-0.00338,0.0,-0.00338,CALL/PAYER,8.0,3.03630708451684,0.00026347796113228186,BLACK_SHIFT,0.05,0.0494141575368191,OK
ATM,ATM 1M x 4Y,1M,4Y,0.0821917808219178,4.0,-0.00301,0.0,-0.00301,CALL/PAYER,12.75,4.052520956545341,0.00031461897758744753,NORMAL,0.0,0.0027508103727318825,OK
ATM,ATM 1M x 4Y,1M,4Y,0.0821917808219178,4.0,-0.00301,0.0,-0.00301,CALL/PAYER,12.75,4.052520956545341,0.00031461897758744753,BLACK_SHIFT,0.01,0.39374405890757114,OK
ATM,ATM 1M x 4Y,1M,4Y,0.0821917808219178,4.0,-0.00301,0.0,-0.00301,CALL/PAYER,12.75,4.052520956545341,0.00031461897758744753,BLACK_SHIFT,0.02,0.16192215294941942,OK
ATM,ATM 1M x 4Y,1M,4Y,0.0821917808219178,4.0,-0.00301,0.0,-0.00301,CALL/PAYER,12.75,4.052520956545341,0.00031461897758744753,BLACK_SHIFT,0.03,0.10192323989922508,OK
ATM,ATM 1M x 4Y,1M,4Y,0.0821917808219178,4.0,-0.00301,0.0,-0.00301,CALL/PAYER,12.75,4.052520956545341,0.00031461897758744753,BLACK_SHIFT,0.05,0.05854102289211893,OK
ATM,ATM 1M x 5Y,1M,5Y,0.0821917808219178,5.0,-0.00255,0.0,-0.00255,CALL/PAYER,18.0,5.071480934961414,0.00035492591278245533,NORMAL,0.0,0.0031032263203777154,OK
ATM,ATM 1M x 5Y,1M,5Y,0.0821917808219178,5.0,-0.00255,0.0,-0.00255,CALL/PAYER,18.0,5.071480934961414,0.00035492591278245533,BLACK_SHIFT,0.01,0.4167882596428586,OK
ATM,ATM 1M x 5Y,1M,5Y,0.0821917808219178,5.0,-0.00255,0.0,-0.00255,CALL/PAYER,18.0,5.071480934961414,0.00035492591278245533,BLACK_SHIFT,0.02,0.17785458296935103,OK
ATM,ATM 1M x 5Y,1M,5Y,0.0821917808219178,5.0,-0.00255,0.0,-0.00255,CALL/PAYER,18.0,5.071480934961414,0.00035492591278245533,BLACK_SHIFT,0.03,0.11305508683745646,OK
ATM,ATM 1M x 5Y,1M,5Y,0.0821917808219178,5.0,-0.00255,0.0,-0.00255,CALL/PAYER,18.0,5.071480934961414,0.00035492591278245533,BLACK_SHIFT,0.05,0.06540087999468225,OK
ATM,ATM 1M x 6Y,1M,6Y,0.0821917808219178,6.0,-0.0020399999999999997,0.0,-0.0020399999999999997,CALL/PAYER,24.0,6.094626774759634,0.00039378949502525583,NORMAL,0.0,0.003443022556351597,OK
ATM,ATM 1M x 6Y,1M,6Y,0.0821917808219178,6.0,-0.0020399999999999997,0.0,-0.0020399999999999997,CALL/PAYER,24.0,6.094626774759634,0.00039378949502525583,BLACK_SHIFT,0.01,0.43281803219483406,OK
ATM,ATM 1M x 6Y,1M,6Y,0.0821917808219178,6.0,-0.0020399999999999997,0.0,-0.0020399999999999997,CALL/PAYER,24.0,6.094626774759634,0.00039378949502525583,BLACK_SHIFT,0.02,0.19172917524242372,OK
ATM,ATM 1M x 6Y,1M,6Y,0.0821917808219178,6.0,-0.0020399999999999997,0.0,-0.0020399999999999997,CALL/PAYER,24.0,6.094626774759634,0.00039378949502525583,BLACK_SHIFT,0.03,0.12314740178324102,OK
ATM,ATM 1M x 6Y,1M,6Y,0.0821917808219178,6.0,-0.0020399999999999997,0.0,-0.0020399999999999997,CALL/PAYER,24.0,6.094626774759634,0.00039378949502525583,BLACK_SHIFT,0.05,0.07179072788169075,OK
ATM,ATM 1M x 7Y,1M,7Y,0.0821917808219178,7.0,-0.00147,0.0,-0.00147,CALL/PAYER,30.5,7.117618373361374,0.00042851412368707876,NORMAL,0.0,0.0037466306245980538,OK
ATM,ATM 1M x 7Y,1M,7Y,0.0821917808219178,7.0,-0.00147,0.0,-0.00147,CALL/PAYER,30.5,7.117618373361374,0.00042851412368707876,BLACK_SHIFT,0.01,0.43952045172223664,OK
ATM,ATM 1M x 7Y,1M,7Y,0.0821917808219178,7.0,-0.00147,0.0,-0.00147,CALL/PAYER,30.5,7.117618373361374,0.00042851412368707876,BLACK_SHIFT,0.02,0.2022210113829982,OK
ATM,ATM 1M x 7Y,1M,7Y,0.0821917808219178,7.0,-0.00147,0.0,-0.00147,CALL/PAYER,30.5,7.117618373361374,0.00042851412368707876,BLACK_SHIFT,0.03,0.13133024669799293,OK
ATM,ATM 1M x 7Y,1M,7Y,0.0821917808219178,7.0,-0.00147,0.0,-0.00147,CALL/PAYER,30.5,7.117618373361374,0.00042851412368707876,BLACK_SHIFT,0.05,0.07720393802572645,OK
ATM,ATM 1M x 8Y,1M,8Y,0.0821917808219178,8.0,-0.0008799999999999999,0.0,-0.0008799999999999999,CALL/PAYER,37.5,8.138986830230705,0.0004607453087491608,NORMAL,0.0,0.0040284377705849805,OK
ATM,ATM 1M x 8Y,1M,8Y,0.0821917808219178,8.0,-0.0008799999999999999,0.0,-0.0008799999999999999,CALL/PAYER,37.5,8.138986830230705,0.0004607453087491608,BLACK_SHIFT,0.01,0.442010234367634,OK
ATM,ATM 1M x 8Y,1M,8Y,0.0821917808219178,8.0,-0.0008799999999999999,0.0,-0.0008799999999999999,CALL/PAYER,37.5,8.138986830230705,0.0004607453087491608,BLACK_SHIFT,0.02,0.2107243935981733,OK
ATM,ATM 1M x 8Y,1M,8Y,0.0821917808219178,8.0,-0.0008799999999999999,0.0,-0.0008799999999999999,CALL/PAYER,37.5,8.138986830230705,0.0004607453087491608,BLACK_SHIFT,0.03,0.1383482777608202,OK
ATM,ATM 1M x 8Y,1M,8Y,0.0821917808219178,8.0,-0.0008799999999999999,0.0,-0.0008799999999999999,CALL/PAYER,37.5,8.138986830230705,0.0004607453087491608,BLACK_SHIFT,0.05,0.08201405913096843,OK
ATM,ATM 1M x 9Y,1M,9Y,0.0821917808219178,9.0,-0.00027,0.0,-0.00027,CALL/PAYER,44.75,9.160183421584682,0.0004885273355395147,NORMAL,0.0,0.004271344562938462,OK
ATM,ATM 1M x 9Y,1M,9Y,0.0821917808219178,9.0,-0.00027,0.0,-0.00027,CALL/PAYER,44.75,9.160183421584682,0.0004885273355395147,BLACK_SHIFT,0.01,0.4392772284548371,OK
ATM,ATM 1M x 9Y,1M,9Y,0.0821917808219178,9.0,-0.00027,0.0,-0.00027,CALL/PAYER,44.75,9.160183421584682,0.0004885273355395147,BLACK_SHIFT,0.02,0.21652460173362675,OK
ATM,ATM 1M x 9Y,1M,9Y,0.0821917808219178,9.0,-0.00027,0.0,-0.00027,CALL/PAYER,44.75,9.160183421584682,0.0004885273355395147,BLACK_SHIFT,0.03,0.1436813510913727,OK
ATM,ATM 1M x 9Y,1M,9Y,0.0821917808219178,9.0,-0.00027,0.0,-0.00027,CALL/PAYER,44.75,9.160183421584682,0.0004885273355395147,BLACK_SHIFT,0.05,0.08589287153364444,OK
ATM,ATM 1M x 10Y,1M,10Y,0.0821917808219178,10.0,0.00032,0.0,0.00032,CALL/PAYER,52.5,10.171537208212454,0.0005161461726513838,NORMAL,0.0,0.004512824569136169,OK
ATM,ATM 1M x 10Y,1M,10Y,0.0821917808219178,10.0,0.00032,0.0,0.00032,CALL/PAYER,52.5,10.171537208212454,0.0005161461726513838,BLACK_SHIFT,0.01,0.4375759633810222,OK
ATM,ATM 1M x 10Y,1M,10Y,0.0821917808219178,10.0,0.00032,0.0,0.00032,CALL/PAYER,52.5,10.171537208212454,0.0005161461726513838,BLACK_SHIFT,0.02,0.22212535003066325,OK
ATM,ATM 1M x 10Y,1M,10Y,0.0821917808219178,10.0,0.00032,0.0,0.00032,CALL/PAYER,52.5,10.171537208212454,0.0005161461726513838,BLACK_SHIFT,0.03,0.14885115409001165,OK
ATM,ATM 1M x 10Y,1M,10Y,0.0821917808219178,10.0,0.00032,0.0,0.00032,CALL/PAYER,52.5,10.171537208212454,0.0005161461726513838,BLACK_SHIFT,0.05,0.08968499346421832,OK
ATM,ATM 1M x 15Y,1M,15Y,0.0821917808219178,15.0,0.0028000000000000004,0.0,0.0028000000000000004,CALL/PAYER,90.5,15.152210377403357,0.0005972725942015929,NORMAL,0.0,0.005222137813944274,OK
ATM,ATM 1M x 15Y,1M,15Y,0.0821917808219178,15.0,0.0028000000000000004,0.0,0.0028000000000000004,CALL/PAYER,90.5,15.152210377403357,0.0005972725942015929,BLACK_SHIFT,0.01,0.408212352022412,OK
ATM,ATM 1M x 15Y,1M,15Y,0.0821917808219178,15.0,0.0028000000000000004,0.0,0.0028000000000000004,CALL/PAYER,90.5,15.152210377403357,0.0005972725942015929,BLACK_SHIFT,0.02,0.22908229541421266,OK
ATM,ATM 1M x 15Y,1M,15Y,0.0821917808219178,15.0,0.0028000000000000004,0.0,0.0028000000000000004,CALL/PAYER,90.5,15.152210377403357,0.0005972725942015929,BLACK_SHIFT,0.03,0.15922534149077744,OK
ATM,ATM 1M x 15Y,1M,15Y,0.0821917808219178,15.0,0.0028000000000000004,0.0,0.0028000000000000004,CALL/PAYER,90.5,15.152210377403357,0.0005972725942015929,BLACK_SHIFT,0.05,0.0989074382997559,OK
ATM,ATM 1M x 20Y,1M,20Y,0.0821917808219178,20.0,0.00404,0.0,0.00404,CALL/PAYER,128.0,19.95786007123102,0.0006413513249574799,NORMAL,0.0,0.00560753166046704,OK
ATM,ATM 1M x 20Y,1M,20Y,0.0821917808219178,20.0,0.00404,0.0,0.00404,CALL/PAYER,128.0,19.95786007123102,0.0006413513249574799,BLACK_SHIFT,0.01,0.3996152816102798,OK
ATM,ATM 1M x 20Y,1M,20Y,0.0821917808219178,20.0,0.00404,0.0,0.00404,CALL/PAYER,128.0,19.95786007123102,0.0006413513249574799,BLACK_SHIFT,0.02,0.23330187000897606,OK
ATM,ATM 1M x 20Y,1M,20Y,0.0821917808219178,20.0,0.00404,0.0,0.00404,CALL/PAYER,128.0,19.95786007123102,0.0006413513249574799,BLACK_SHIFT,0.03,0.16474891050552243,OK
ATM,ATM 1M x 20Y,1M,20Y,0.0821917808219178,20.0,0.00404,0.0,0.00404,CALL/PAYER,128.0,19.95786007123102,0.0006413513249574799,BLACK_SHIFT,0.05,0.10377014187650904,OK
ATM,ATM 1M x 25Y,1M,25Y,0.0821917808219178,25.0,0.00441,0.0,0.00441,CALL/PAYER,160.5,24.620324711535122,0.0006519004191882265,NORMAL,0.0,0.005699765655460692,OK
ATM,ATM 1M x 25Y,1M,25Y,0.0821917808219178,25.0,0.00441,0.0,0.00441,CALL/PAYER,160.5,24.620324711535122,0.0006519004191882265,BLACK_SHIFT,0.01,0.3957545471097381,OK
ATM,ATM 1M x 25Y,1M,25Y,0.0821917808219178,25.0,0.00441,0.0,0.00441,CALL/PAYER,160.5,24.620324711535122,0.0006519004191882265,BLACK_SHIFT,0.02,0.23354487237830684,OK
ATM,ATM 1M x 25Y,1M,25Y,0.0821917808219178,25.0,0.00441,0.0,0.00441,CALL/PAYER,160.5,24.620324711535122,0.0006519004191882265,BLACK_SHIFT,0.03,0.1656582773650847,OK
ATM,ATM 1M x 25Y,1M,25Y,0.0821917808219178,25.0,0.00441,0.0,0.00441,CALL/PAYER,160.5,24.620324711535122,0.0006519004191882265,BLACK_SHIFT,0.05,0.10475978437482306,OK
ATM,ATM 1M x 30Y,1M,30Y,0.0821917808219178,30.0,0.00438,0.0,0.00438,CALL/PAYER,192.5,29.183737721319122,0.0006596139323832262,NORMAL,0.0,0.005767207261937316,OK
ATM,ATM 1M x 30Y,1M,30Y,0.0821917808219178,30.0,0.00438,0.0,0.00438,CALL/PAYER,192.5,29.183737721319122,0.0006596139323832262,BLACK_SHIFT,0.01,0.40127870559345347,OK
ATM,ATM 1M x 30Y,1M,30Y,0.0821917808219178,30.0,0.00438,0.0,0.00438,CALL/PAYER,192.5,29.183737721319122,0.0006596139323832262,BLACK_SHIFT,0.02,0.2366002018099816,OK
ATM,ATM 1M x 30Y,1M,30Y,0.0821917808219178,30.0,0.00438,0.0,0.00438,CALL/PAYER,192.5,29.183737721319122,0.0006596139323832262,BLACK_SHIFT,0.03,0.16776507130445995,OK
ATM,ATM 1M x 30Y,1M,30Y,0.0821917808219178,30.0,0.00438,0.0,0.00438,CALL/PAYER,192.5,29.183737721319122,0.0006596139323832262,BLACK_SHIFT,0.05,0.10605791512978452,OK
ATM,ATM 2M x 1Y,2M,1Y,0.16712328767123288,1.0,-0.00442,0.0,-0.00442,CALL/PAYER,2.75,1.0079885867073133,0.0002728205493856955,NORMAL,0.0,0.0016728173780673878,OK
ATM,ATM 2M x 1Y,2M,1Y,0.16712328767123288,1.0,-0.00442,0.0,-0.00442,CALL/PAYER,2.75,1.0079885867073133,0.0002728205493856955,BLACK_SHIFT,0.01,0.29997592065644874,OK
ATM,ATM 2M x 1Y,2M,1Y,0.16712328767123288,1.0,-0.00442,0.0,-0.00442,CALL/PAYER,2.75,1.0079885867073133,0.0002728205493856955,BLACK_SHIFT,0.02,0.10737815629713243,OK
ATM,ATM 2M x 1Y,2M,1Y,0.16712328767123288,1.0,-0.00442,0.0,-0.00442,CALL/PAYER,2.75,1.0079885867073133,0.0002728205493856955,BLACK_SHIFT,0.03,0.06539746617364561,OK
ATM,ATM 2M x 1Y,2M,1Y,0.16712328767123288,1.0,-0.00442,0.0,-0.00442,CALL/PAYER,2.75,1.0079885867073133,0.0002728205493856955,BLACK_SHIFT,0.05,0.036701032349858234,OK
ATM,ATM 2M x 2Y,2M,2Y,0.16712328767123288,2.0,-0.00363,0.0,-0.00363,CALL/PAYER,6.5,2.0155908264147158,0.0003224860876928103,NORMAL,0.0,0.001977344894507244,OK
ATM,ATM 2M x 2Y,2M,2Y,0.16712328767123288,2.0,-0.00363,0.0,-0.00363,CALL/PAYER,6.5,2.0155908264147158,0.0003224860876928103,BLACK_SHIFT,0.01,0.31062379249890626,OK
ATM,ATM 2M x 2Y,2M,2Y,0.16712328767123288,2.0,-0.00363,0.0,-0.00363,CALL/PAYER,6.5,2.0155908264147158,0.0003224860876928103,BLACK_SHIFT,0.02,0.12080304585345344,OK
ATM,ATM 2M x 2Y,2M,2Y,0.16712328767123288,2.0,-0.00363,0.0,-0.00363,CALL/PAYER,6.5,2.0155908264147158,0.0003224860876928103,BLACK_SHIFT,0.03,0.07498757474433865,OK
ATM,ATM 2M x 2Y,2M,2Y,0.16712328767123288,2.0,-0.00363,0.0,-0.00363,CALL/PAYER,6.5,2.0155908264147158,0.0003224860876928103,BLACK_SHIFT,0.05,0.042643302972810784,OK
ATM,ATM 2M x 3Y,2M,3Y,0.16712328767123288,3.0,-0.00335,0.0,-0.00335,CALL/PAYER,11.75,3.0306799835852694,0.00038770177199968993,NORMAL,0.0,0.002377219235168826,OK
ATM,ATM 2M x 3Y,2M,3Y,0.16712328767123288,3.0,-0.00335,0.0,-0.00335,CALL/PAYER,11.75,3.0306799835852694,0.00038770177199968993,BLACK_SHIFT,0.01,0.357795275419553,OK
ATM,ATM 2M x 3Y,2M,3Y,0.16712328767123288,3.0,-0.00335,0.0,-0.00335,CALL/PAYER,11.75,3.0306799835852694,0.00038770177199968993,BLACK_SHIFT,0.02,0.14279620286742534,OK
ATM,ATM 2M x 3Y,2M,3Y,0.16712328767123288,3.0,-0.00335,0.0,-0.00335,CALL/PAYER,11.75,3.0306799835852694,0.00038770177199968993,BLACK_SHIFT,0.03,0.0892064150916182,OK
ATM,ATM 2M x 3Y,2M,3Y,0.16712328767123288,3.0,-0.00335,0.0,-0.00335,CALL/PAYER,11.75,3.0306799835852694,0.00038770177199968993,BLACK_SHIFT,0.05,0.050959533068184557,OK
ATM,ATM 2M x 4Y,2M,4Y,0.16712328767123288,4.0,-0.00296,0.0,-0.00296,CALL/PAYER,18.25,4.04958176187642,0.00045066382340539917,NORMAL,0.0,0.0027632752520288994,OK
ATM,ATM 2M x 4Y,2M,4Y,0.16712328767123288,4.0,-0.00296,0.0,-0.00296,CALL/PAYER,18.25,4.04958176187642,0.00045066382340539917,BLACK_SHIFT,0.01,0.39293273411970775,OK
ATM,ATM 2M x 4Y,2M,4Y,0.16712328767123288,4.0,-0.00296,0.0,-0.00296,CALL/PAYER,18.25,4.04958176187642,0.00045066382340539917,BLACK_SHIFT,0.02,0.1621937468048038,OK
ATM,ATM 2M x 4Y,2M,4Y,0.16712328767123288,4.0,-0.00296,0.0,-0.00296,CALL/PAYER,18.25,4.04958176187642,0.00045066382340539917,BLACK_SHIFT,0.03,0.1021995643493249,OK
ATM,ATM 2M x 4Y,2M,4Y,0.16712328767123288,4.0,-0.00296,0.0,-0.00296,CALL/PAYER,18.25,4.04958176187642,0.00045066382340539917,BLACK_SHIFT,0.05,0.05874450773199995,OK
ATM,ATM 2M x 5Y,2M,5Y,0.16712328767123288,5.0,-0.0025,0.0,-0.0025,CALL/PAYER,24.75,5.0711330922269084,0.0004880566049023065,NORMAL,0.0,0.002992551556698883,OK
ATM,ATM 2M x 5Y,2M,5Y,0.16712328767123288,5.0,-0.0025,0.0,-0.0025,CALL/PAYER,24.75,5.0711330922269084,0.0004880566049023065,BLACK_SHIFT,0.01,0.39945025980988436,OK
ATM,ATM 2M x 5Y,2M,5Y,0.16712328767123288,5.0,-0.0025,0.0,-0.0025,CALL/PAYER,24.75,5.0711330922269084,0.0004880566049023065,BLACK_SHIFT,0.02,0.17103778242195022,OK
ATM,ATM 2M x 5Y,2M,5Y,0.16712328767123288,5.0,-0.0025,0.0,-0.0025,CALL/PAYER,24.75,5.0711330922269084,0.0004880566049023065,BLACK_SHIFT,0.03,0.1088290319839332,OK
ATM,ATM 2M x 5Y,2M,5Y,0.16712328767123288,5.0,-0.0025,0.0,-0.0025,CALL/PAYER,24.75,5.0711330922269084,0.0004880566049023065,BLACK_SHIFT,0.05,0.0630028270913223,OK
ATM,ATM 2M x 6Y,2M,6Y,0.16712328767123288,6.0,-0.00197,0.0,-0.00197,CALL/PAYER,33.75,6.0995926859490694,0.0005533156349561832,NORMAL,0.0,0.003392691673534881,OK
ATM,ATM 2M x 6Y,2M,6Y,0.16712328767123288,6.0,-0.00197,0.0,-0.00197,CALL/PAYER,33.75,6.0995926859490694,0.0005533156349561832,BLACK_SHIFT,0.01,0.42302863491624365,OK
ATM,ATM 2M x 6Y,2M,6Y,0.16712328767123288,6.0,-0.00197,0.0,-0.00197,CALL/PAYER,33.75,6.0995926859490694,0.0005533156349561832,BLACK_SHIFT,0.02,0.18821567364667313,OK
ATM,ATM 2M x 6Y,2M,6Y,0.16712328767123288,6.0,-0.00197,0.0,-0.00197,CALL/PAYER,33.75,6.0995926859490694,0.0005533156349561832,BLACK_SHIFT,0.03,0.12105022625218573,OK
ATM,ATM 2M x 6Y,2M,6Y,0.16712328767123288,6.0,-0.00197,0.0,-0.00197,CALL/PAYER,33.75,6.0995926859490694,0.0005533156349561832,BLACK_SHIFT,0.05,0.07063938258374039,OK
ATM,ATM 2M x 7Y,2M,7Y,0.16712328767123288,7.0,-0.0014000000000000002,0.0,-0.0014000000000000002,CALL/PAYER,44.25,7.119248220289595,0.0006215543921321514,NORMAL,0.0,0.0038111021270283113,OK
ATM,ATM 2M x 7Y,2M,7Y,0.16712328767123288,7.0,-0.0014000000000000002,0.0,-0.0014000000000000002,CALL/PAYER,44.25,7.119248220289595,0.0006215543921321514,BLACK_SHIFT,0.01,0.44375917174761426,OK
ATM,ATM 2M x 7Y,2M,7Y,0.16712328767123288,7.0,-0.0014000000000000002,0.0,-0.0014000000000000002,CALL/PAYER,44.25,7.119248220289595,0.0006215543921321514,BLACK_SHIFT,0.02,0.20495790306453676,OK
ATM,ATM 2M x 7Y,2M,7Y,0.16712328767123288,7.0,-0.0014000000000000002,0.0,-0.0014000000000000002,CALL/PAYER,44.25,7.119248220289595,0.0006215543921321514,BLACK_SHIFT,0.03,0.13327180102391006,OK
ATM,ATM 2M x 7Y,2M,7Y,0.16712328767123288,7.0,-0.0014000000000000002,0.0,-0.0014000000000000002,CALL/PAYER,44.25,7.119248220289595,0.0006215543921321514,BLACK_SHIFT,0.05,0.07842109779323281,OK
ATM,ATM 2M x 8Y,2M,8Y,0.16712328767123288,8.0,-0.0008,0.0,-0.0008,CALL/PAYER,54.5,8.137173804348143,0.0006697657111720734,NORMAL,0.0,0.004106713044901809,OK
ATM,ATM 2M x 8Y,2M,8Y,0.16712328767123288,8.0,-0.0008,0.0,-0.0008,CALL/PAYER,54.5,8.137173804348143,0.0006697657111720734,BLACK_SHIFT,0.01,0.4470030281640135,OK
ATM,ATM 2M x 8Y,2M,8Y,0.16712328767123288,8.0,-0.0008,0.0,-0.0008,CALL/PAYER,54.5,8.137173804348143,0.0006697657111720734,BLACK_SHIFT,0.02,0.21395949104234885,OK
ATM,ATM 2M x 8Y,2M,8Y,0.16712328767123288,8.0,-0.0008,0.0,-0.0008,CALL/PAYER,54.5,8.137173804348143,0.0006697657111720734,BLACK_SHIFT,0.03,0.14066023501615305,OK
ATM,ATM 2M x 8Y,2M,8Y,0.16712328767123288,8.0,-0.0008,0.0,-0.0008,CALL/PAYER,54.5,8.137173804348143,0.0006697657111720734,BLACK_SHIFT,0.05,0.08347382755119503,OK
ATM,ATM 2M x 9Y,2M,9Y,0.16712328767123288,9.0,-0.00018999999999999998,0.0,-0.00018999999999999998,CALL/PAYER,65.5,9.154840743127266,0.0007154684809691774,NORMAL,0.0,0.00438694264689421,OK
ATM,ATM 2M x 9Y,2M,9Y,0.16712328767123288,9.0,-0.00018999999999999998,0.0,-0.00018999999999999998,CALL/PAYER,65.5,9.154840743127266,0.0007154684809691774,BLACK_SHIFT,0.01,0.4478154546482531,OK
ATM,ATM 2M x 9Y,2M,9Y,0.16712328767123288,9.0,-0.00018999999999999998,0.0,-0.00018999999999999998,CALL/PAYER,65.5,9.154840743127266,0.0007154684809691774,BLACK_SHIFT,0.02,0.22152659327156943,OK
ATM,ATM 2M x 9Y,2M,9Y,0.16712328767123288,9.0,-0.00018999999999999998,0.0,-0.00018999999999999998,CALL/PAYER,65.5,9.154840743127266,0.0007154684809691774,BLACK_SHIFT,0.03,0.14718565680820545,OK
ATM,ATM 2M x 9Y,2M,9Y,0.16712328767123288,9.0,-0.00018999999999999998,0.0,-0.00018999999999999998,CALL/PAYER,65.5,9.154840743127266,0.0007154684809691774,BLACK_SHIFT,0.05,0.0880782899350874,OK
ATM,ATM 2M x 10Y,2M,10Y,0.16712328767123288,10.0,0.0004,0.0,0.0004,CALL/PAYER,76.5,10.168196750764348,0.0007523457882957414,NORMAL,0.0,0.004613058275639808,OK
ATM,ATM 2M x 10Y,2M,10Y,0.16712328767123288,10.0,0.0004,0.0,0.0004,CALL/PAYER,76.5,10.168196750764348,0.0007523457882957414,BLACK_SHIFT,0.01,0.44417275707715276,OK
ATM,ATM 2M x 10Y,2M,10Y,0.16712328767123288,10.0,0.0004,0.0,0.0004,CALL/PAYER,76.5,10.168196750764348,0.0007523457882957414,BLACK_SHIFT,0.02,0.22621088862496108,OK
ATM,ATM 2M x 10Y,2M,10Y,0.16712328767123288,10.0,0.0004,0.0,0.0004,CALL/PAYER,76.5,10.168196750764348,0.0007523457882957414,BLACK_SHIFT,0.03,0.1517696785828465,OK
ATM,ATM 2M x 10Y,2M,10Y,0.16712328767123288,10.0,0.0004,0.0,0.0004,CALL/PAYER,76.5,10.168196750764348,0.0007523457882957414,BLACK_SHIFT,0.05,0.09153427462138689,OK
ATM,ATM 2M x 15Y,2M,15Y,0.16712328767123288,15.0,0.0028699999999999997,0.0,0.0028699999999999997,CALL/PAYER,131.0,15.14142238144324,0.0008651763136899787,NORMAL,0.0,0.005304886172289858,OK
ATM,ATM 2M x 15Y,2M,15Y,0.16712328767123288,15.0,0.0028699999999999997,0.0,0.0028699999999999997,CALL/PAYER,131.0,15.14142238144324,0.0008651763136899787,BLACK_SHIFT,0.01,0.4126789447329524,OK
ATM,ATM 2M x 15Y,2M,15Y,0.16712328767123288,15.0,0.0028699999999999997,0.0,0.0028699999999999997,CALL/PAYER,131.0,15.14142238144324,0.0008651763136899787,BLACK_SHIFT,0.02,0.23204526925509256,OK
ATM,ATM 2M x 15Y,2M,15Y,0.16712328767123288,15.0,0.0028699999999999997,0.0,0.0028699999999999997,CALL/PAYER,131.0,15.14142238144324,0.0008651763136899787,BLACK_SHIFT,0.03,0.1614191883031444,OK
